beneficiary_id,age,area_type,occupation,estimated_monthly_income,asset_score,business_years,residence_years,shg_member,dependents,proposed_emi,first_time_borrower,risk_score,risk_bucket
B06980,28,Rural,Auto Driver,14341.0,1,5,12,1,3,4027,0,96.18956971718822,High
B06981,28,Rural,Handloom Weaver,17728.0,0,11,18,0,1,1332,1,100.11268770383,High
B06982,53,Rural,Street Vendor,15691.0,1,20,25,1,2,2925,1,193.77204991632811,Low
B06983,27,Semi-Urban,Street Vendor,15680.0,0,14,34,0,4,1433,0,133.38940643593827,Medium
B06984,58,Semi-Urban,Street Vendor,14531.0,1,15,26,0,2,6635,1,142.69909378655942,Medium
B06985,41,Semi-Urban,Daily Wage Worker,8608.0,0,2,24,1,4,5995,1,81.67522685653479,High
B06986,28,Semi-Urban,Milk Vendor,15141.0,0,4,16,0,5,3920,0,48.429779683972505,High
B06987,41,Rural,Small Retail Shop,20739.0,2,19,36,1,4,6796,1,225.06353349544938,Low
B06988,40,Rural,Milk Vendor,16831.0,0,13,36,0,4,2227,1,134.04878478903512,Medium
B06989,28,Urban,Small Retail Shop,20941.5,1,19,21,0,5,2907,1,146.6691742183727,Medium
B06990,51,Semi-Urban,Delivery Worker,15493.0,0,13,30,0,3,2988,1,124.18277369558571,Medium
B06991,49,Semi-Urban,Daily Wage Worker,10884.0,0,23,20,1,4,6848,0,170.82015184940553,Low
B06992,29,Rural,Milk Vendor,13022.0,0,12,19,1,5,5403,0,118.13830697013891,Medium
B06993,35,Semi-Urban,Daily Wage Worker,11450.0,2,2,11,1,4,1590,1,89.06679645910408,High
B06994,50,Rural,Agriculture,12564.0,2,5,14,1,2,4403,0,116.6017538808888,Medium
B06995,46,Semi-Urban,Delivery Worker,15634.0,1,18,36,1,5,5557,0,196.73790903691602,Low
B06996,30,Urban,Milk Vendor,14613.05,0,23,16,1,1,2751,1,177.01249536804707,Low
B06997,49,Semi-Urban,Daily Wage Worker,10064.0,0,23,3,1,4,4311,1,136.24229412247317,Medium
B06998,36,Rural,Auto Driver,18349.0,0,19,22,0,4,5059,1,134.0760032224153,Medium
B06999,56,Semi-Urban,Garment Manufacturer,26479.0,2,3,5,0,2,4953,1,73.83228786692064,High
B07000,40,Rural,Small Retail Shop,21185.0,2,24,2,0,2,5448,0,157.03593181522206,Low
B07001,57,Rural,Street Vendor,12399.0,0,23,12,1,1,1972,0,166.89686212751977,Low
B07002,42,Urban,Garment Manufacturer,32651.949999999997,1,4,2,1,5,6784,0,82.64854275153903,High
B07003,27,Rural,Tailor,12198.0,1,18,37,1,1,6095,1,209.09704768585493,Low
B07004,43,Urban,Daily Wage Worker,14611.9,0,12,19,0,1,3767,1,103.15764235547641,High
B07005,60,Rural,Tailor,16035.0,0,3,24,0,3,4037,0,67.17826504477132,High
B07006,49,Semi-Urban,Agriculture,11225.0,2,11,5,1,1,5352,1,127.93948816046876,Medium
B07007,36,Semi-Urban,Auto Driver,17968.0,0,14,26,0,4,1539,0,119.11074099953886,Medium
B07008,58,Rural,Small Retail Shop,19426.0,2,3,28,1,1,1734,0,145.83804500112632,Medium
B07009,48,Semi-Urban,Agriculture,14363.0,1,5,35,1,2,5707,0,145.21722609754224,Medium
B07010,58,Urban,Handloom Weaver,17415.6,0,7,19,0,2,1364,1,80.13512627679626,High
B07011,51,Semi-Urban,Delivery Worker,16768.0,1,20,31,1,4,6233,0,200.29684018103626,Low
B07012,34,Semi-Urban,Agriculture,11783.0,2,17,19,0,3,5033,1,146.14607075924903,Medium
B07013,53,Urban,Garment Manufacturer,29633.199999999997,1,19,19,1,1,1310,1,195.39273272296518,Low
B07014,29,Rural,Small Retail Shop,21723.0,1,3,20,1,5,3665,0,103.36197220277938,High
B07015,47,Rural,Garment Manufacturer,27943.0,0,1,17,0,2,5452,1,59.92353759946333,High
B07016,44,Rural,Small Retail Shop,18083.0,1,8,12,1,4,6738,0,109.6584777349797,Medium
B07017,33,Semi-Urban,Street Vendor,14561.0,1,20,35,1,5,5225,0,202.49217906550297,Low
B07018,46,Semi-Urban,Milk Vendor,14139.0,2,5,26,1,1,5771,1,145.92238808162674,Medium
B07019,49,Semi-Urban,Small Retail Shop,20684.0,2,3,8,1,1,3717,1,107.64441356437885,Medium
B07020,48,Urban,Garment Manufacturer,32932.549999999996,2,20,25,1,1,1243,0,230.19938861799955,Low
B07021,48,Semi-Urban,Tailor,12895.0,0,17,25,1,5,3529,0,152.7567053380144,Medium
B07022,28,Rural,Agriculture,12349.0,1,13,22,0,1,6265,1,127.13266367528975,Medium
B07023,43,Rural,Agriculture,13245.0,1,13,13,0,3,3979,0,102.6526117241966,High
B07024,49,Urban,Small Retail Shop,23157.55,1,4,15,0,5,4095,0,69.51170788192682,High
B07025,25,Rural,Handloom Weaver,14840.0,1,18,23,1,2,5725,0,179.87794992203303,Low
B07026,27,Semi-Urban,Small Retail Shop,20910.0,1,6,28,1,3,3176,0,139.29555429680946,Medium
B07027,56,Rural,Daily Wage Worker,9316.0,1,2,13,0,4,3583,0,45.78601435597157,High
B07028,47,Rural,Tailor,15805.0,2,15,32,0,1,5372,1,174.13499391462915,Low
B07029,22,Semi-Urban,Street Vendor,12731.0,0,2,11,0,4,3764,1,30.25616209087904,High
B07030,45,Rural,Street Vendor,12567.0,1,20,14,1,2,6695,0,169.25495865214214,Low
B07031,29,Urban,Garment Manufacturer,31427.199999999997,2,20,35,1,4,6897,1,238.0424938049585,Low
B07032,47,Rural,Auto Driver,15494.0,2,16,35,1,2,6772,0,211.11210053959482,Low
B07033,21,Semi-Urban,Milk Vendor,12977.0,0,11,23,1,4,6514,1,124.57695677955623,Medium
B07034,43,Semi-Urban,Garment Manufacturer,29705.0,1,17,13,0,2,1101,1,140.93399466347483,Medium
B07035,30,Semi-Urban,Daily Wage Worker,12655.0,0,23,6,1,5,2654,0,141.3666893705835,Medium
B07036,45,Urban,Auto Driver,19055.5,0,1,29,1,5,4257,0,94.17125670177782,High
B07037,23,Rural,Milk Vendor,13786.0,0,13,15,1,4,6381,0,118.32958930075874,Medium
B07038,26,Rural,Agriculture,10307.0,2,8,5,0,3,3994,0,76.78980025107005,High
B07039,26,Rural,Garment Manufacturer,28805.0,1,3,33,0,3,1777,1,113.551241622811,Medium
B07040,22,Urban,Street Vendor,16028.699999999999,0,14,2,0,5,6055,1,66.13447593570949,High
B07041,38,Urban,Auto Driver,18165.399999999998,0,24,33,1,1,3033,0,218.98164905312703,Low
B07042,43,Rural,Auto Driver,14459.0,0,24,25,0,1,5428,0,169.23465747793776,Low
B07043,22,Semi-Urban,Tailor,14508.0,0,14,27,1,3,1367,1,151.1433730392293,Medium
B07044,32,Rural,Small Retail Shop,21888.0,1,21,25,0,4,4029,1,167.9965431982553,Low
B07045,42,Rural,Daily Wage Worker,11260.0,1,14,5,0,3,5610,1,89.33598356956595,High
B07046,57,Semi-Urban,Milk Vendor,13909.0,0,19,4,1,5,1763,1,120.84450343995368,Medium
B07047,40,Rural,Milk Vendor,13853.0,0,11,14,0,4,2791,0,77.98081549166605,High
B07048,59,Rural,Street Vendor,12191.0,1,12,17,0,5,4866,1,98.1424585926529,High
B07049,44,Semi-Urban,Small Retail Shop,19916.0,1,1,27,0,3,1899,0,83.81329277686935,High
B07050,40,Semi-Urban,Street Vendor,12247.0,0,1,36,1,3,2440,0,108.86105595619344,Medium
B07051,21,Rural,Delivery Worker,19632.0,1,14,34,1,5,5010,1,178.84625380326028,Low
B07052,21,Semi-Urban,Daily Wage Worker,12639.0,1,18,10,0,4,3974,0,115.26566756499777,Medium
B07053,37,Semi-Urban,Small Retail Shop,21692.0,1,22,22,1,4,6770,1,195.86143904893765,Low
B07054,21,Rural,Auto Driver,18840.0,0,2,22,1,2,5644,0,94.9638501222679,High
B07055,50,Semi-Urban,Delivery Worker,19628.0,0,4,28,0,5,4918,1,76.75257436050788,High
B07056,23,Rural,Street Vendor,14323.0,0,22,20,1,3,2892,1,173.73700655043785,Low
B07057,31,Rural,Delivery Worker,17583.0,0,18,2,1,5,5865,1,116.04665676104898,Medium
B07058,44,Rural,Agriculture,11011.0,2,4,23,0,5,4761,1,88.50641846968823,High
B07059,42,Urban,Garment Manufacturer,32243.699999999997,1,23,34,1,1,4098,1,246.08769757954042,Low
B07060,46,Rural,Auto Driver,15721.0,2,17,16,0,2,2229,1,147.58488708064016,Medium
B07061,33,Rural,Small Retail Shop,22702.0,2,16,28,1,4,3839,1,197.31551899129553,Low
B07062,21,Rural,Agriculture,13921.0,2,16,14,0,1,4682,1,141.03005527920496,Medium
B07063,44,Rural,Auto Driver,14218.0,0,9,1,1,2,6915,1,80.25555204323695,High
B07064,30,Semi-Urban,Street Vendor,11579.0,0,10,15,0,1,3871,0,83.82106475501875,High
B07065,55,Rural,Street Vendor,15421.0,0,7,15,1,2,2313,1,100.09098561571517,High
B07066,44,Semi-Urban,Small Retail Shop,19835.0,0,9,25,0,2,3640,0,103.52368937657249,High
B07067,48,Semi-Urban,Small Retail Shop,19621.0,1,23,5,1,5,3720,0,161.56567051535194,Low
B07068,56,Semi-Urban,Milk Vendor,13305.0,2,16,8,1,2,5862,0,155.14485907204823,Low
B07069,36,Rural,Agriculture,10013.0,1,17,22,0,3,5000,0,135.83152038956453,Medium
B07070,60,Rural,Small Retail Shop,22508.0,1,23,39,1,3,4707,1,238.99110720076385,Low
B07071,36,Rural,Milk Vendor,13265.0,2,24,38,1,3,4346,0,247.33276808990612,Low
B07072,37,Semi-Urban,Agriculture,11504.0,2,16,39,0,3,1395,0,181.62889799730377,Low
B07073,35,Rural,Street Vendor,12799.0,0,16,14,0,1,3051,1,109.59297471741692,Medium
B07074,36,Semi-Urban,Delivery Worker,18999.0,0,20,19,1,4,2246,1,163.29371298792321,Low
B07075,35,Rural,Delivery Worker,18675.0,0,21,26,0,4,2195,0,151.3548757783935,Medium
B07076,54,Rural,Handloom Weaver,17213.0,0,19,38,0,2,2399,0,172.27319342317855,Low
B07077,31,Rural,Agriculture,13934.0,1,10,33,1,4,5244,1,156.0975161824294,Low
B07078,21,Rural,Agriculture,11522.0,2,2,12,1,1,4595,0,101.22314559778023,High
B07079,35,Urban,Milk Vendor,16237.999999999998,1,3,29,0,3,4270,0,93.1405331316323,High
B07080,46,Rural,Garment Manufacturer,27161.0,2,7,12,0,3,3890,1,102.68696107959211,High
B07081,24,Urban,Delivery Worker,22311.149999999998,0,24,29,1,3,1544,1,208.43021950963356,Low
B07082,25,Semi-Urban,Street Vendor,15150.0,1,2,20,1,4,5053,1,95.28429528516267,High
B07083,55,Urban,Milk Vendor,19302.75,0,13,34,1,4,3503,0,162.00881348987656,Low
B07084,33,Rural,Small Retail Shop,18345.0,0,4,30,0,5,1422,0,78.94323313153988,High
B07085,30,Urban,Agriculture,12877.699999999999,1,15,29,1,5,6278,0,166.14921556301525,Low
B07086,31,Rural,Daily Wage Worker,12334.0,1,18,39,1,4,6490,0,203.21554939987675,Low
B07087,38,Semi-Urban,Milk Vendor,13621.0,0,7,2,0,3,5827,1,39.509649614895444,High
B07088,54,Rural,Auto Driver,15034.0,1,18,26,1,4,5566,0,179.70758951424884,Low
B07089,59,Rural,Tailor,12982.0,0,7,1,0,1,1680,1,43.85768495940288,High
B07090,43,Semi-Urban,Delivery Worker,17584.0,1,24,28,1,5,3842,0,209.2749416023774,Low
B07091,27,Semi-Urban,Street Vendor,12156.0,0,9,8,0,3,4849,1,58.30399288110657,High
B07092,59,Rural,Auto Driver,17032.0,1,12,31,0,5,6526,1,131.29750341165476,Medium
B07093,23,Rural,Handloom Weaver,14307.0,2,1,39,1,2,6920,0,150.79664903090165,Medium
B07094,32,Semi-Urban,Street Vendor,15164.0,0,2,19,0,2,6529,0,55.88164490381041,High
B07095,27,Rural,Small Retail Shop,21444.0,0,18,13,0,2,4276,0,121.48102675532907,Medium
B07096,46,Rural,Auto Driver,15251.0,1,14,16,0,4,1670,0,111.43487500498162,Medium
B07097,53,Urban,Daily Wage Worker,10366.099999999999,0,23,23,1,5,3202,1,172.6136050136084,Low
B07098,57,Urban,Garment Manufacturer,32446.1,1,6,11,0,1,6807,1,93.36885659738937,High
B07099,35,Urban,Delivery Worker,20263.0,0,11,24,0,5,2462,1,100.48394392542816,High
B07100,22,Semi-Urban,Agriculture,11929.0,1,19,10,1,3,3617,0,151.98962883521958,Medium
B07101,27,Rural,Garment Manufacturer,26231.0,1,8,5,0,4,3812,0,73.48932779946841,High
B07102,52,Urban,Delivery Worker,21877.6,0,21,12,0,5,2326,0,123.22857490233523,Medium
B07103,24,Rural,Delivery Worker,18674.0,1,5,36,0,4,1097,1,114.45761053983739,Medium
B07104,40,Rural,Small Retail Shop,20312.0,0,21,26,1,4,4118,1,182.8398044873165,Low
B07105,56,Semi-Urban,Handloom Weaver,15997.0,0,24,28,0,1,2990,0,177.42461293743446,Low
B07106,52,Rural,Handloom Weaver,14062.0,0,7,16,0,3,6323,0,67.60339022021738,High
B07107,48,Semi-Urban,Small Retail Shop,19590.0,2,23,2,1,1,3661,0,184.43854961625405,Low
B07108,33,Rural,Small Retail Shop,18046.0,2,4,26,1,1,1345,0,144.56143179635632,Medium
B07109,21,Rural,Delivery Worker,19774.0,0,15,4,1,4,6384,0,112.07107157806237,Medium
B07110,55,Semi-Urban,Auto Driver,17988.0,0,22,29,1,4,4148,1,191.6924441657022,Low
B07111,50,Rural,Agriculture,11153.0,0,1,16,0,1,5642,1,45.130098190452784,High
B07112,56,Rural,Tailor,15764.0,1,22,22,1,2,6742,1,196.8786689868312,Low
B07113,45,Rural,Handloom Weaver,17327.0,0,5,6,0,2,2953,1,45.46965159953034,High
B07114,36,Rural,Street Vendor,15272.0,1,17,28,1,1,5798,0,189.29318386246464,Low
B07115,39,Rural,Tailor,15291.0,0,13,11,1,4,3785,0,112.14798952717425,Medium
B07116,21,Urban,Garment Manufacturer,32793.399999999994,2,17,21,1,4,1486,1,197.92916061005883,Low
B07117,25,Rural,Delivery Worker,19679.0,0,19,26,0,3,5634,1,147.61108685679704,Medium
B07118,42,Urban,Garment Manufacturer,32225.3,1,4,39,0,4,6933,1,129.30820790236777,Medium
B07119,44,Rural,Auto Driver,18955.0,0,17,22,0,5,5012,1,122.44425027520319,Medium
B07120,57,Rural,Handloom Weaver,13809.0,0,12,30,1,5,1907,0,140.54738360271918,Medium
B07121,56,Rural,Auto Driver,14152.0,0,23,30,0,4,3854,1,163.8682400450988,Low
B07122,56,Rural,Delivery Worker,17433.0,0,18,33,1,1,6038,1,191.6213062511707,Low
B07123,24,Rural,Tailor,12138.0,1,11,30,0,5,2123,1,119.16527010880463,Medium
B07124,56,Rural,Garment Manufacturer,25725.0,1,4,37,0,4,5991,0,119.3567646262951,Medium
B07125,38,Rural,Tailor,15542.0,0,12,30,0,4,2332,1,115.70437848643998,Medium
B07126,36,Rural,Auto Driver,14018.0,0,9,26,1,5,1081,0,119.032745558152,Medium
B07127,38,Semi-Urban,Milk Vendor,14954.0,0,24,6,1,4,6623,0,151.49771602127524,Medium
B07128,42,Urban,Street Vendor,13641.3,0,18,4,1,1,4077,0,129.25369276159253,Medium
B07129,22,Rural,Garment Manufacturer,28924.0,2,9,15,1,2,4805,1,152.98548513722105,Medium
B07130,41,Semi-Urban,Handloom Weaver,17461.0,2,1,36,0,5,1951,0,106.74148159542555,Medium
B07131,56,Semi-Urban,Small Retail Shop,19955.0,1,6,3,1,5,1120,0,80.73381869954967,High
B07132,59,Rural,Auto Driver,18427.0,2,19,16,1,4,3698,1,182.73237121419987,Low
B07133,59,Urban,Auto Driver,17146.5,1,1,16,1,1,2638,0,95.85830849383817,High
B07134,49,Urban,Garment Manufacturer,30108.149999999998,2,8,27,1,5,4846,1,163.4358801019216,Low
B07135,46,Rural,Street Vendor,11604.0,0,6,6,0,4,6687,0,37.02899812593328,High
B07136,41,Semi-Urban,Small Retail Shop,20010.0,2,4,21,1,4,2349,1,126.12234877717353,Medium
B07137,37,Semi-Urban,Daily Wage Worker,8202.0,0,3,13,1,4,4491,0,64.46551355839546,High
B07138,36,Rural,Tailor,12242.0,2,13,9,1,3,6027,1,139.109167146131,Medium
B07139,51,Rural,Garment Manufacturer,28740.0,1,2,8,0,3,5482,0,58.82790818892804,High
B07140,29,Urban,Street Vendor,13407.849999999999,0,13,28,1,1,4068,1,154.6282671216778,Low
B07141,51,Semi-Urban,Agriculture,10674.0,2,21,19,0,2,4256,1,166.94079321119372,Low
B07142,34,Rural,Milk Vendor,13230.0,0,15,29,0,3,3667,0,128.27422965367012,Medium
B07143,57,Rural,Daily Wage Worker,9560.0,0,8,31,1,1,6022,1,134.40385700868515,Medium
B07144,22,Urban,Street Vendor,15711.3,1,12,33,1,4,6567,1,167.1021107924732,Low
B07145,34,Rural,Street Vendor,13575.0,2,8,6,1,4,5253,1,107.90654813134049,Medium
B07146,53,Semi-Urban,Auto Driver,16753.0,1,19,4,1,2,6098,0,149.19783740249062,Medium
B07147,55,Rural,Small Retail Shop,20958.0,0,9,16,1,5,1423,0,106.79024370589308,Medium
B07148,59,Rural,Street Vendor,12902.0,1,10,3,1,3,1733,1,98.93240151652871,High
B07149,40,Rural,Agriculture,11650.0,1,21,25,0,3,4784,1,161.58514583367935,Low
B07150,22,Rural,Delivery Worker,17677.0,2,23,17,0,4,3949,1,171.333062663327,Low
B07151,39,Rural,Street Vendor,14975.0,1,7,22,1,1,1664,1,132.07140378810863,Medium
B07152,57,Semi-Urban,Milk Vendor,14045.0,0,10,18,1,2,4421,1,118.4296828335777,Medium
B07153,38,Semi-Urban,Handloom Weaver,15089.0,1,3,32,0,2,6145,1,101.5799145225801,High
B07154,36,Rural,Tailor,14293.0,0,2,18,0,5,3370,1,42.69669960425999,High
B07155,24,Semi-Urban,Small Retail Shop,20591.0,2,7,26,1,5,4989,1,146.812911242,Medium
B07156,32,Rural,Agriculture,13540.0,0,10,25,0,1,1172,0,105.97001209840592,Medium
B07157,49,Rural,Small Retail Shop,21829.0,1,8,28,0,1,1712,1,125.96010947545945,Medium
B07158,27,Rural,Street Vendor,14493.0,0,12,23,1,2,4441,1,137.80216052057915,Medium
B07159,34,Rural,Garment Manufacturer,25716.0,2,20,8,0,4,3822,0,148.53326886619595,Medium
B07160,32,Urban,Daily Wage Worker,9564.55,1,17,13,1,1,6743,0,154.4212612993261,Low
B07161,55,Semi-Urban,Handloom Weaver,15207.0,0,22,10,0,1,6064,1,130.70750517176776,Medium
B07162,25,Rural,Milk Vendor,13358.0,0,9,3,1,5,5123,1,72.49270101839248,High
B07163,37,Semi-Urban,Handloom Weaver,14470.0,0,20,10,1,5,6116,1,137.719410177751,Medium
B07164,52,Rural,Agriculture,10785.0,2,3,15,0,5,3284,1,67.39711191177129,High
B07165,30,Rural,Tailor,13019.0,0,22,24,0,4,1631,0,146.28033746861416,Medium
B07166,37,Rural,Agriculture,13843.0,2,22,10,0,2,5218,0,156.11764269450853,Low
B07167,25,Semi-Urban,Milk Vendor,12787.0,0,4,21,1,4,6692,1,88.89806052088433,High
B07168,29,Rural,Garment Manufacturer,29639.0,1,7,38,1,5,6253,0,165.06632320960458,Low
B07169,53,Urban,Milk Vendor,19823.699999999997,0,18,39,0,3,4536,1,168.3850711748737,Low
B07170,56,Rural,Small Retail Shop,22108.0,1,17,28,0,3,5415,1,159.79169372966274,Low
B07171,56,Rural,Small Retail Shop,21516.0,2,22,2,0,2,4542,0,147.76136643894299,Medium
B07172,38,Urban,Garment Manufacturer,34424.1,2,3,4,0,5,4794,0,69.30526195776822,High
B07173,29,Rural,Street Vendor,12567.0,2,3,3,1,5,5723,0,74.66194166469813,High
B07174,49,Semi-Urban,Auto Driver,16473.0,0,13,32,1,4,2310,1,155.66503815354073,Low
B07175,34,Semi-Urban,Delivery Worker,18559.0,2,17,34,0,2,1773,0,186.92960360435075,Low
B07176,45,Urban,Garment Manufacturer,29042.1,1,18,16,1,4,2508,1,173.74616767703878,Low
B07177,35,Rural,Milk Vendor,14334.0,2,19,4,0,5,1958,0,121.26019683254228,Medium
B07178,26,Rural,Delivery Worker,15464.0,2,17,18,1,1,3721,1,184.79255272855875,Low
B07179,49,Semi-Urban,Street Vendor,15293.0,1,24,28,1,3,1151,1,213.9282023124126,Low
B07180,35,Semi-Urban,Delivery Worker,16895.0,0,16,6,1,5,5025,0,113.74458350773187,Medium
B07181,49,Semi-Urban,Daily Wage Worker,9288.0,0,16,1,1,1,6833,1,110.38415130508332,Medium
B07182,24,Rural,Tailor,12554.0,1,22,16,1,3,2401,1,178.99976868358206,Low
B07183,38,Rural,Agriculture,11591.0,1,1,37,1,1,3362,0,131.8865253688069,Medium
B07184,59,Semi-Urban,Delivery Worker,19830.0,1,14,9,1,2,4402,1,139.51539703290538,Medium
B07185,36,Rural,Milk Vendor,13311.0,0,15,17,0,1,2815,1,111.41159685685582,Medium
B07186,31,Rural,Small Retail Shop,19228.0,2,4,36,0,1,2329,1,135.99613207476986,Medium
B07187,34,Rural,Handloom Weaver,13317.0,1,20,34,0,2,2277,1,179.4767766414288,Low
B07188,23,Rural,Delivery Worker,17548.0,0,21,31,0,1,4919,0,171.02662780691438,Low
B07189,58,Semi-Urban,Small Retail Shop,18332.0,2,11,34,1,3,2110,0,186.2687856689282,Low
B07190,38,Semi-Urban,Street Vendor,13600.0,2,18,37,1,1,2314,0,226.01512773006962,Low
B07191,40,Rural,Street Vendor,13263.0,0,17,34,1,1,6930,1,184.69012807482704,Low
B07192,45,Rural,Auto Driver,16790.0,0,9,37,1,2,3743,1,155.1476254780006,Low
B07193,58,Semi-Urban,Garment Manufacturer,28489.0,2,21,1,0,3,6462,0,144.92047629105664,Medium
B07194,33,Rural,Agriculture,11863.0,2,24,15,1,2,1764,1,203.27205296875445,Low
B07195,24,Semi-Urban,Street Vendor,14501.0,1,14,31,0,1,5886,0,151.88550332281756,Medium
B07196,34,Semi-Urban,Agriculture,9848.0,0,3,14,1,2,3461,0,74.37858942139898,High
B07197,53,Urban,Street Vendor,17402.949999999997,0,20,34,1,2,2892,0,199.28366473105473,Low
B07198,48,Semi-Urban,Garment Manufacturer,25211.0,1,20,1,1,1,1937,1,159.5456765498235,Low
B07199,57,Rural,Auto Driver,18880.0,0,22,35,1,1,3698,0,214.58091621308245,Low
B07200,28,Semi-Urban,Delivery Worker,19100.0,1,4,11,0,5,6463,0,57.00636151899957,High
B07201,54,Rural,Agriculture,10766.0,1,16,17,0,1,1696,0,129.11735872031974,Medium
B07202,25,Rural,Street Vendor,12709.0,0,21,5,1,1,1977,0,144.26706451964563,Medium
B07203,25,Rural,Street Vendor,14990.0,0,12,17,1,5,5506,1,116.21845546705298,Medium
B07204,51,Rural,Street Vendor,14836.0,1,21,18,1,3,6556,0,179.99216245327924,Low
B07205,29,Rural,Milk Vendor,15821.0,0,8,25,0,5,3310,0,84.79490478939537,High
B07206,52,Rural,Street Vendor,14980.0,0,9,35,0,2,4247,1,118.99112228579628,Medium
B07207,53,Semi-Urban,Street Vendor,14093.0,0,11,16,0,5,1596,1,78.18787227703234,High
B07208,23,Urban,Handloom Weaver,18805.949999999997,0,24,23,1,5,6367,1,185.6308582605213,Low
B07209,50,Rural,Agriculture,12824.0,2,5,21,0,3,2614,1,97.55798860925907,High
B07210,32,Semi-Urban,Delivery Worker,17524.0,0,12,29,1,4,3119,1,145.69404450806283,Medium
B07211,49,Rural,Street Vendor,12326.0,0,22,36,0,3,5315,1,173.4474158968841,Low
B07212,23,Urban,Handloom Weaver,16425.449999999997,0,20,10,1,5,6460,1,139.00037310627408,Medium
B07213,46,Rural,Street Vendor,12102.0,1,2,20,1,2,3651,1,99.17935900196285,High
B07214,50,Urban,Small Retail Shop,24235.1,2,11,7,0,2,3017,1,111.4297906642163,Medium
B07215,29,Rural,Daily Wage Worker,11764.0,0,11,30,0,4,1462,0,108.25659829608911,Medium
B07216,46,Semi-Urban,Small Retail Shop,20862.0,1,21,29,1,1,4179,1,215.22560227749508,Low
B07217,22,Rural,Auto Driver,16560.0,0,1,1,1,5,1628,1,36.17571926257878,High
B07218,23,Rural,Delivery Worker,17774.0,1,17,21,0,1,2242,1,148.3931831918263,Medium
B07219,24,Rural,Tailor,15228.0,1,17,7,1,2,3713,0,143.90364366949626,Medium
B07220,45,Rural,Tailor,13012.0,1,4,4,1,1,6310,0,81.4524470256433,High
B07221,33,Semi-Urban,Milk Vendor,16857.0,0,14,39,1,3,5961,1,177.88474007398946,Low
B07222,59,Semi-Urban,Garment Manufacturer,27325.0,1,5,15,1,3,5478,1,114.71582506409541,Medium
B07223,55,Rural,Daily Wage Worker,11988.0,1,4,34,1,4,4074,1,129.12276212165474,Medium
B07224,43,Urban,Tailor,16852.1,2,6,2,1,1,6432,0,104.91442493288572,High
B07225,29,Rural,Tailor,16395.0,1,18,37,1,4,6685,1,203.29754375518195,Low
B07226,22,Urban,Garment Manufacturer,33949.149999999994,2,21,3,1,3,3245,0,184.45948263847478,Low
B07227,51,Rural,Delivery Worker,19733.0,0,13,4,0,3,6779,1,75.85629597862889,High
B07228,22,Urban,Auto Driver,20919.649999999998,0,6,36,0,4,4250,1,106.19717729908285,Medium
B07229,52,Rural,Milk Vendor,17332.0,0,15,27,0,3,4751,0,129.31961475804604,Medium
B07230,38,Semi-Urban,Delivery Worker,15204.0,1,5,4,0,1,3960,0,57.60534572419322,High
B07231,33,Rural,Street Vendor,14659.0,2,6,36,0,5,3624,0,127.14410567962989,Medium
B07232,25,Semi-Urban,Street Vendor,13362.0,1,24,19,0,5,5364,0,157.40773632483285,Low
B07233,30,Semi-Urban,Daily Wage Worker,12839.0,1,18,34,0,3,1465,0,167.0491451743881,Low
B07234,45,Rural,Handloom Weaver,13284.0,0,7,16,0,5,1499,0,59.50450785176639,High
B07235,54,Urban,Daily Wage Worker,12713.249999999998,0,6,22,0,5,5799,1,67.20052329332698,High
B07236,57,Urban,Tailor,17669.75,2,8,32,0,5,2971,0,130.1783451893539,Medium
B07237,50,Urban,Delivery Worker,19851.3,0,24,2,1,3,1523,1,152.20795028983605,Medium
B07238,27,Urban,Daily Wage Worker,13826.449999999999,1,5,17,1,5,6951,1,98.51500496296958,High
B07239,26,Semi-Urban,Agriculture,12741.0,2,4,23,1,4,1683,1,123.40020449552581,Medium
B07240,23,Urban,Milk Vendor,18205.649999999998,1,19,12,1,4,4353,0,159.02093278535355,Low
B07241,33,Urban,Handloom Weaver,17062.55,1,10,13,0,5,4881,1,85.74860413554235,High
B07242,23,Rural,Handloom Weaver,13565.0,0,9,10,1,2,3151,0,97.68878848167587,High
B07243,46,Semi-Urban,Street Vendor,14898.0,0,23,4,1,2,1667,1,150.3132215626829,Medium
B07244,44,Urban,Small Retail Shop,22196.149999999998,1,1,7,1,4,1468,0,71.94665199867849,High
B07245,26,Semi-Urban,Agriculture,13004.0,2,19,2,1,4,5911,1,149.31034845392466,Medium
B07246,32,Rural,Handloom Weaver,15525.0,0,12,15,0,5,4505,0,82.11348651400941,High
B07247,56,Rural,Delivery Worker,19914.0,0,19,36,1,3,5336,0,197.15702196347397,Low
B07248,22,Semi-Urban,Delivery Worker,18160.0,1,13,9,0,4,2290,0,95.71520499930475,High
B07249,31,Urban,Garment Manufacturer,30019.6,1,22,24,1,5,1968,0,204.90178489443088,Low
B07250,59,Rural,Garment Manufacturer,27147.0,1,15,6,0,4,4572,1,108.34325940415663,Medium
B07251,54,Rural,Delivery Worker,17847.0,0,2,7,0,4,3146,1,27.3427696248119,High
B07252,46,Rural,Daily Wage Worker,10703.0,0,20,16,1,5,1039,1,145.74084919367291,Medium
B07253,38,Semi-Urban,Delivery Worker,18348.0,0,12,17,1,5,4984,1,119.42295949874556,Medium
B07254,41,Rural,Agriculture,10418.0,2,18,30,0,1,1688,0,178.14134126677646,Low
